ASV	Domain	Supergroup	Division	Subdivision	Class	Order	Family	Genus	Species	AddSpecies	CorrClass	CorrOrder	CorrFamily	CorrGenus	CorrSpecies	Scientific name
6395	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii	NA	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_bei	Pelagodinium bei
626	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis	Polarella_glacialis	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis	Polarella glacialis
9535	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex	NA	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex	Protodinium simplex
7882	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Yihiella	Yihiella_yeosuensis	NA	Dinophyceae	Suessiales	Suessiaceae	Yihiella	Yihiella_yeosuensis	Yihiella yeosuensis
9626	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Yihiella	Yihiella_yeosuensis	NA	Dinophyceae	Suessiales	Suessiaceae	Yihiella	Yihiella_yeosuensis	Yihiella yeosuensis
2505	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium_sp.	NA	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	NA	Symbiodinium
1726	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	Apocalathium aciculiferum
5052	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	Apocalathium aciculiferum
5974	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Apocalathium	Apocalathium_aciculiferum	Apocalathium aciculiferum
1681	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Luciella	Luciella_sp.	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Luciella	NA	Luciella
515	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
1725	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
1832	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
2041	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
2275	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
2519	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
2741	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
2887	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
3009	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
3089	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
3845	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4044	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4175	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4358	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4445	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4864	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
4898	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
5399	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
5483	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
5758	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
9620	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
608	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	NA	Scrippsiella
1223	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	NA	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	NA	Scrippsiella
3862	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Naiadinium	Naiadinium_polonicum	Naiadinium_polonicum	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Naiadinium	Naiadinium_polonicum	Naiadinium polonicum
854	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	Scrippsiella_acuminata	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	Scrippsiella_acuminata	Scrippsiella acuminata
940	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.	Thoracosphaeraceae_X_sp.	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
1059	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
5614	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.	NA	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	NA	NA	Thoracosphaeraceae
6699	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA	Torodinium
6729	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	NA	Torodinium
547	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_robustum	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_robustum	Torodinium robustum
1409	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_robustum	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_robustum	Torodinium robustum
6732	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_teredo	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_teredo	Torodinium teredo
7496	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_teredo	NA	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_teredo	Torodinium teredo
4680	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Tovelliaceae	Tovellia	NA	NA	Dinophyceae	Tovelliales	Tovelliaceae	Tovellia	NA	Tovellia
8781	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Tovelliaceae	Tovellia	NA	NA	Dinophyceae	Tovelliales	Tovelliaceae	Tovellia	NA	Tovellia
5947	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	Warnowiaceae
6341	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	Warnowiaceae
8859	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	Warnowiaceae
10035	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	NA	NA	Warnowiaceae
7009	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	Warnowia
1164	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Proterythropsis	Proterythropsis_sp.	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Proterythropsis	NA	Proterythropsis
9942	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_parva	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Nematodinium	Nematodinium_parvum	Nematodinium parvum
249	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	Warnowia
1488	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	Warnowia
2195	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	Warnowia
2431	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.	NA	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	NA	Warnowia
7062	Eukaryota	TSAR	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium_pavillardii	NA	Noctilucophyceae	Noctilucales	Kofoidiniaceae	Kofoidinium	Kofoidinium_pavillardii	Kofoidinium pavillardii
1867	Eukaryota	TSAR	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	NA	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	Noctiluca scintillans
3472	Eukaryota	TSAR	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	Noctiluca_scintillans	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	Noctiluca scintillans
10127	Eukaryota	TSAR	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	NA	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans	Noctiluca scintillans
5337	Eukaryota	TSAR	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Spatulodinium	Spatulodinium_pseudonoctiluca	Spatulodinium_pseudonoctiluca	Noctilucophyceae	Noctilucales	Noctilucaceae	Spatulodinium	Spatulodinium_pseudonoctiluca	Spatulodinium pseudonoctiluca
8002	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	NA	NA	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	NA	Achnanthes
1426	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	Asterionellopsis_sp.	NA	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	NA	Asterionellopsis
2156	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	NA	NA	Bacillariophyceae	Rhaphoneidales	Asterionellopsidaceae	Asterionellopsis	NA	Asterionellopsis
4087	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	Bacillaria_sp.	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	Bacillaria
8034	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	Bacillaria_sp.	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	Bacillaria
960	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
1490	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
1562	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
4295	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
7511	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
7640	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_closterium	Cylindrotheca closterium
241	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_cylindrus	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_cylindrus	Fragilariopsis cylindrus
6965	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_cylindrus	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_cylindrus	Fragilariopsis cylindrus
4761	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_sp.	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	NA	Fragilariopsis
4464	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	Bacillaria
5752	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	Bacillaria
6439	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria	NA	Bacillaria
1475	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	Cylindrotheca
2187	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	Cylindrotheca
2239	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	Cylindrotheca
5723	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	Cylindrotheca
7039	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	NA	Cylindrotheca
3052	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
3827	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
3919	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
4873	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
5119	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
5531	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
6379	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
7158	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
9523	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
10044	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	NA	NA	Bacillariaceae
2263	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
2657	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
3455	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
4432	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
4433	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
6076	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
7781	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	NA	Nitzschia
461	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia_sp.	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
1007	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
1838	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
2252	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
3623	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
4332	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia_hasleana	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
5187	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
7482	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	NA	Pseudo-nitzschia
4172	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	Nitzschia_capitellata	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	Nitzschia capitellata
7509	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	Nitzschia capitellata
10293	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_capitellata	Nitzschia capitellata
1742	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_draveillensis	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_draveillensis	Nitzschia draveillensis
2640	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_draveillensis	NA	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia_draveillensis	Nitzschia draveillensis
